Seed,TTL Feature,Perturbation (%),RF TPR,RF TPR Drop,RF Evasion Rate,RF AUROC,RF AUPRC,MLP TPR,MLP TPR Drop,MLP Evasion Rate,MLP AUROC,MLP AUPRC
7,dttl,2,0.6720859437042266,-4.411894467482025e-05,0.3279140562957734,0.8027611904125956,0.8169843985091392,0.7561104738374658,0.006992852730962618,0.2438895261625342,0.8845333384209233,0.9059275737362403
7,dttl,5,0.6720859437042266,-4.411894467482025e-05,0.3279140562957734,0.8027611904125956,0.8169843985091392,0.7561104738374658,0.006992852730962618,0.2438895261625342,0.8845362133067507,0.9059300885603077
7,dttl,10,0.6720859437042266,-4.411894467482025e-05,0.3279140562957734,0.8027611904125956,0.8169843985091392,0.7561104738374658,0.006992852730962618,0.2438895261625342,0.8845382293636619,0.9059327657711664
7,dttl,15,0.6720859437042266,-4.411894467482025e-05,0.3279140562957734,0.8027611904125956,0.8169843985091392,0.7561104738374658,0.006992852730962618,0.2438895261625342,0.8845415338129976,0.9059359879169728
99,sttl,-15,0.6621591811523868,-0.017890232065648992,0.3378408188476132,0.8006442433124027,0.8128587182487848,0.7747286684902497,-0.022368304950145634,0.2252713315097503,0.9036121914952984,0.928177347325716
99,sttl,-10,0.6621591811523868,-0.017890232065648992,0.3378408188476132,0.8006442433124027,0.8128587182487848,0.7813244507191388,-0.01577252272125651,0.2186755492808612,0.9069023659678386,0.9318810611736408
99,sttl,-5,0.6621591811523868,-0.017890232065648992,0.3378408188476132,0.8006442433124027,0.8128587182487848,0.7878540545310156,-0.009242918909379672,0.21214594546898438,0.9089774859236718,0.9342058289560218
99,sttl,-2,0.6621591811523868,-0.017890232065648992,0.3378408188476132,0.8006445232292205,0.8128605709042562,0.7934130415600459,-0.0036839318803494336,0.20658695843995412,0.9099809042475813,0.9353155196353041
99,sttl,0,0.6800494132180358,0.0,0.3199505867819642,0.8021360586519636,0.8169270761951037,0.7970969734403953,0.0,0.20290302655960468,0.9104988707934971,0.9358779603958856
99,sttl,2,0.6801597105797229,0.00011029736168710613,0.3198402894202771,0.8021137031653555,0.8169025307626008,0.7981778875849289,0.0010809141445335957,0.20182211241507103,0.9105860355193276,0.9359750382169558
99,sttl,5,0.6801597105797229,0.00011029736168710613,0.3198402894202771,0.8020808706217909,0.8168857206188895,0.7984205417806406,0.0013235683402452736,0.20157945821935938,0.9105692109982566,0.9359635782575239
99,sttl,10,0.6801597105797229,0.00011029736168710613,0.3198402894202771,0.8020808706217909,0.8168857206188895,0.7990602664784259,0.0019632930380305558,0.20093973352157415,0.9105408878281793,0.9359427606964132
99,sttl,15,0.6801597105797229,0.00011029736168710613,0.3198402894202771,0.8020808706217909,0.8168857206188895,0.7993690990911497,0.0022721256507544085,0.20063090090885027,0.9105078802993412,0.9359173793453647
99,dttl,-15,0.6800494132180358,0.0,0.3199505867819642,0.8021362211169963,0.8169271639595024,0.7391467396099886,-0.05795023383040676,0.26085326039001144,0.9019795952861889,0.9300947039404679
99,dttl,-10,0.6800494132180358,0.0,0.3199505867819642,0.8021362211169963,0.8169271639595024,0.7591326215476926,-0.03796435189270275,0.24086737845230743,0.9050147861065865,0.9322508725962325
99,dttl,-5,0.6800494132180358,0.0,0.3199505867819642,0.8021361662664165,0.8169271324907581,0.7769125562516545,-0.020184417188740866,0.22308744374834555,0.9077358044314499,0.9341178285347597
99,dttl,-2,0.6800494132180358,0.0,0.3199505867819642,0.8021361275132893,0.8169271120124826,0.7887364334245125,-0.008360540015882822,0.2112635665754875,0.9094933714266635,0.9352745267509422
99,dttl,0,0.6800494132180358,0.0,0.3199505867819642,0.8021360586519636,0.8169270761951037,0.7970969734403953,0.0,0.20290302655960468,0.9104988707934971,0.9358779603958856
99,dttl,2,0.6798508779669991,-0.00019853525103674663,0.32014912203300094,0.8021086214379913,0.8169907426605878,0.8030089120268243,0.005911938586429022,0.1969910879731757,0.9111993937818523,0.9363508962822154
99,dttl,5,0.6798508779669991,-0.00019853525103674663,0.32014912203300094,0.8021086214379913,0.8169907426605878,0.8030089120268243,0.005911938586429022,0.1969910879731757,0.9112020051464154,0.9363529018024161
